USAF= 007026 , name=WXPOD 7026                    , country=AF , elevation=+7026.0
USAF= 483730 , name=SI SAMRONG AGROMET            , country=TH , elevation=+0054.0
USAF= 483740 , name=LOMSAK                        , country=TH , elevation=+0145.0
USAF= 483750 , name=MAE SOT                       , country=TH , elevation=+0210.3
USAF= 483760 , name=TAK                           , country=TH , elevation=+0145.7
USAF= 483770 , name=BHUMIBOL DAM                  , country=TH , elevation=+0144.0
USAF= 483780 , name=PHITSANULOK                   , country=TH , elevation=+0044.2
USAF= 483785 , name=PHITSANULOK/SARIT             , country=TH , elevation=+0044.0
USAF= 483790 , name=PHETCHABUN                    , country=TH , elevation=+0137.2
USAF= 483795 , name=SAK LONG                      , country=TH , elevation=+0152.4
USAF= 483800 , name=KAMPHAENG PHET                , country=TH , elevation=+0082.0
USAF= 483810 , name=KHON KAEN                     , country=TH , elevation=+0204.2
USAF= 483815 , name=NAM PHUNG DAM SOUTH           , country=TH , elevation=+0274.0
USAF= 483816 , name=MOUNG KHOM                    , country=TH , elevation=+0076.0
USAF= 483817 , name=KHON KAEN/NAM PHUNG           , country=TH , elevation=+0240.0
USAF= 483818 , name=NAM PHUNG DAM NORTH           , country=TH , elevation=+0320.0
USAF= 483820 , name=KOSUMPHISAI                   , country=TH , elevation=+0154.0
USAF= 483830 , name=MUKDAHAN                      , country=TH , elevation=+0140.0
USAF= 483840 , name=THA PHRA AGROMET              , country=TH , elevation=+0166.0
USAF= 483850 , name=UMPHANG                       , country=TH , elevation=+0460.0
USAF= 483860 , name=PICHIT AGROMET                , country=TH , elevation=+0039.4
USAF= 483870 , name=DOI MU SOE AGROMET            , country=TH , elevation=+0368.0
USAF= 483880 , name=                              , country=   , elevation=       
USAF= 483900 , name=KAMALASAI                     , country=TH , elevation=+0140.9
USAF= 484000 , name=NAKHON SAWAN                  , country=TH , elevation=+0034.4
USAF= 484005 , name=TA KHLI  THAILAND AB          , country=TH , elevation=+0037.0
USAF= 484006 , name=TAKHLI                        , country=TH , elevation=+0032.6
USAF= 484010 , name=TAKFA AGROMET                 , country=TH , elevation=+0087.0
USAF= 484020 , name=CHAINAT AGROMET               , country=TH , elevation=+0017.0
USAF= 484030 , name=CHAIYAPHUM                    , country=TH , elevation=+0184.0
USAF= 484040 , name=ROI ET AGROMET                , country=TH , elevation=+0156.0
USAF= 484050 , name=ROB MUANG                     , country=TH , elevation=+0139.9
USAF= 484070 , name=UBON RATCHATHANI              , country=TH , elevation=+0123.7
USAF= 484075 , name=BURI RAM                      , country=TH , elevation=+0179.8
USAF= 484076 , name=SUKHOTHAI                     , country=TH , elevation=+0054.6
USAF= 484080 , name=UBON RATCHATHANI AGROMET      , country=TH , elevation=+0129.9
USAF= 484085 , name=SARABURI                      , country=TH , elevation=+0091.0
USAF= 484090 , name=SI SAKET AGROMET              , country=TH , elevation=+0129.2
USAF= 484130 , name=WICHIAN BURI                  , country=TH , elevation=+0069.7
USAF= 484150 , name=AYUTTHAYA                     , country=TH , elevation=+0010.0
USAF= 484160 , name=THA TUM                       , country=TH , elevation=+0130.0
USAF= 484180 , name=BUA CHUM                      , country=TH , elevation=+0051.0
USAF= 484190 , name=PATHUMTHANI                   , country=TH , elevation=+0007.0
USAF= 484200 , name=SAMUTPRAKAN AGROMET           , country=TH , elevation=+0003.0
USAF= 484210 , name=THONG PHAPHUM                 , country=TH , elevation=+0099.0
USAF= 484250 , name=SUPHAN BURI                   , country=TH , elevation=+0009.0
USAF= 484260 , name=LOP BURI                      , country=TH , elevation=+0011.0
USAF= 484262 , name=LOP BURI/KOKE KATHI           , country=TH , elevation=+0030.0
USAF= 484265 , name=MOUNG KHOM/CHANDY R           , country=TH , elevation=+0061.0
USAF= 484266 , name=LOP BURI/KOKE KATHI           , country=TH , elevation=+0030.0
USAF= 484267 , name=MOUNG KHOM/CHANDY R           , country=TH , elevation=+0061.0
USAF= 484270 , name=U THONG AGROMET               , country=TH , elevation=+0007.0
USAF= 484290 , name=SUVARNABHUMI INTER AIRPORT    , country=TH , elevation=+0006.0
USAF= 484300 , name=KHAO E TO                     , country=TH , elevation=+0024.4
USAF= 484305 , name=KHAO KHEO                     , country=TH , elevation=+0610.0
USAF= 484306 , name=KHAO KHEO/GREEN HIL           , country=TH , elevation=+0610.0
USAF= 484310 , name=KHORAT                        , country=TH , elevation=+0222.2
USAF= 484315 , name=NAKHON RATCHASIMA             , country=TH , elevation=+0233.2
USAF= 484316 , name=KORAT AB (USAF)               , country=TH , elevation=+0225.0
USAF= 484320 , name=SURIN                         , country=TH , elevation=+0147.0
USAF= 484330 , name=SURIN AGROMET                 , country=TH , elevation=+0145.0
USAF= 484340 , name=CHOK CHAI                     , country=TH , elevation=+0193.0
USAF= 484350 , name=PAKCHONG AGROMET              , country=TH , elevation=+0388.0
USAF= 484360 , name=NANGRONG                      , country=TH , elevation=+0181.7
USAF= 484370 , name=BURERAM                       , country=TH , elevation=+0184.0
USAF= 484390 , name=KABINBURI                     , country=TH , elevation=+0012.0
USAF= 484400 , name=SRAKAEW                       , country=TH , elevation=+0043.0
USAF= 484500 , name=KANCHANA BURI                 , country=TH , elevation=+0029.0
USAF= 484505 , name=                              , country=   , elevation=       
USAF= 484506 , name=KAMPHAENG SAEN                , country=TH , elevation=+0009.0
USAF= 484510 , name=NAKHONPATHOM                  , country=TH , elevation=+0010.0
USAF= 484530 , name=BANG NA AGROMET               , country=TH , elevation=+0006.0
USAF= 484540 , name=BANGKOK PORT                  , country=TH , elevation=+0006.0
USAF= 484550 , name=BANGKOK METROPOLIS            , country=TH , elevation=+0004.0
USAF= 484560 , name=BANGKOK INTL                  , country=TH , elevation=+0002.7
USAF= 484565 , name=BANGKOK/DON MUANG             , country=TH , elevation=+0004.0
USAF= 484570 , name=BANGKOK PILOT                 , country=TH , elevation=+0015.0
USAF= 484580 , name=CHACHOENGSAO AGROMET          , country=TH , elevation=+0070.2
USAF= 484590 , name=CHON BURI/SATTAHIP            , country=TH , elevation=+0002.0
USAF= 484600 , name=KO SICHANG                    , country=TH , elevation=+0027.0
USAF= 484610 , name=PHATTHAYA                     , country=TH , elevation=+0061.0
USAF= 484620 , name=ARANYAPRATHET                 , country=TH , elevation=+0049.0
USAF= 484630 , name=LAEM CHABANG                  , country=TH , elevation=+0082.0
USAF= 484640 , name=RATCHA BURI                   , country=TH , elevation=+0005.0
USAF= 484650 , name=PHETCHABURI                   , country=TH , elevation=+0003.8
USAF= 484740 , name=NONG PHLUB AGROMET            , country=TH , elevation=+0108.0
USAF= 484750 , name=HUA HIN                       , country=TH , elevation=+0018.9
USAF= 484770 , name=SATTAHIP                      , country=TH , elevation=+0018.0
USAF= 484775 , name=U-TAPHAO INTL(NAVY)           , country=TH , elevation=+0018.0
USAF= 484776 , name=U-TAPAO AB (USAF)             , country=TH , elevation=+0018.0
USAF= 484777 , name=BAN NONG PRU NE               , country=TH , elevation=+0018.0
USAF= 484778 , name=SATTAHIP                      , country=TH , elevation=+0007.0
USAF= 484780 , name=RAYONG                        , country=TH , elevation=+0005.0
USAF= 484790 , name=HUAI PONG AGROMET             , country=TH , elevation=+0045.0
USAF= 484800 , name=CHANTHABURI                   , country=TH , elevation=+0004.0
USAF= 484810 , name=PHLIU AGROMET                 , country=TH , elevation=+0024.0
USAF= 485000 , name=PRACHUAP                      , country=TH , elevation=+0003.0
USAF= 485005 , name=PRAN BURI                     , country=TH , elevation=+0015.0
USAF= 485006 , name=PRACHUAP KHIRI KHAN           , country=TH , elevation=+0003.0
USAF= 485010 , name=KHLONG YAI                    , country=TH , elevation=+0004.0
USAF= 485170 , name=CHUMPHON                      , country=TH , elevation=+0005.5
USAF= 485200 , name=SAWI AGROMET                  , country=TH , elevation=+0013.0
USAF= 485320 , name=RANONG                        , country=TH , elevation=+0017.4
USAF= 485500 , name=KO SAMUI                      , country=TH , elevation=+0005.0
USAF= 485510 , name=SURAT THANI                   , country=TH , elevation=+0006.1
USAF= 485515 , name=SURAT THANI                   , country=TH , elevation=+0005.0
USAF= 485520 , name=CHA IAN                       , country=TH , elevation=+0013.4
USAF= 485530 , name=KHANOM                        , country=TH , elevation=+0005.0
USAF= 485540 , name=NAKHONSI THAMMARAT AGROMET    , country=TH , elevation=+0003.0
USAF= 485550 , name=SURAT THANI AGROMET           , country=TH , elevation=+0037.0
USAF= 485560 , name=PHRASANG                      , country=TH , elevation=+0014.0
USAF= 485570 , name=CHAWANG                       , country=TH , elevation=+0030.0
USAF= 485575 , name=NAKHON SI THAMMARAT           , country=TH , elevation=+0004.0
USAF= 485576 , name=KRABI                         , country=TH , elevation=+0025.0
USAF= 485577 , name=SAMUI                         , country=TH , elevation=+0019.5
USAF= 485578 , name=TRAT                          , country=TH , elevation=+0032.0
USAF= 485600 , name=PHATTHALUNG AGROMET           , country=TH , elevation=+0004.0
USAF= 485610 , name=TAKUA PA                      , country=TH , elevation=+0004.0
USAF= 485630 , name=KRABI                         , country=TH , elevation=+0045.0
USAF= 485640 , name=PHUKET                        , country=TH , elevation=+0004.0
USAF= 485650 , name=PHUKET INTL                   , country=TH , elevation=+0025.0
USAF= 485660 , name=KO LANTA                      , country=TH , elevation=+0003.0
USAF= 485670 , name=TRANG                         , country=TH , elevation=+0020.4
USAF= 485680 , name=SONGKHLA                      , country=TH , elevation=+0003.7
USAF= 485685 , name=SONGKHLA                      , country=TH , elevation=+0004.0
USAF= 485690 , name=HAT YAI INTL                  , country=TH , elevation=+0027.4
USAF= 485700 , name=KHOUN KHAN                    , country=TH , elevation=+0005.5
USAF= 485710 , name=KHO HONG AGROMET              , country=TH , elevation=+0010.0
USAF= 485740 , name=SA-DAO                        , country=TH , elevation=+0025.0
USAF= 485800 , name=PATTANI                       , country=TH , elevation=+0002.4
USAF= 485806 , name=HAT YAI INTL (AFB)&           , country=TH , elevation=+0027.0
USAF= 485810 , name=YALA AGROMET                  , country=TH , elevation=+0036.0
USAF= 485830 , name=NARATHIWAT                    , country=TH , elevation=+0004.9
USAF= 486000 , name=LANGKAWI INTL                 , country=MY , elevation=+0008.8
USAF= 486001 , name=MANDALAY INTL                 , country=BM , elevation=+0091.4
USAF= 486010 , name=PENANG INTL                   , country=MY , elevation=+0003.4
USAF= 486011 , name=SIMPANG                       , country=MY , elevation=+0033.8
USAF= 486020 , name=BUTTERWORTH                   , country=MY , elevation=+0003.4
USAF= 486021 , name=MERSING                       , country=MY , elevation=+0045.0
USAF= 486022 , name=SULTAN ABDUL HALIM            , country=MY , elevation=+0004.6
USAF= 486023 , name=SULTAN AZLAN SHAH             , country=MY , elevation=+0039.6
USAF= 486024 , name=SULTAN MAHMUD                 , country=MY , elevation=+0007.0
USAF= 486030 , name=ALOR STAR                     , country=MY , elevation=+0005.0
USAF= 486040 , name=CHUPING                       , country=MY , elevation=+0022.0
USAF= 486150 , name=SULTAN ISMAIL PETRA           , country=MY , elevation=+0004.9
USAF= 486160 , name=KUALA KRAI                    , country=MY , elevation=+0065.0
USAF= 486180 , name=SULTAN MAHMUD                 , country=MY , elevation=+0006.4
USAF= 486190 , name=KUALA TRENGGANU/CLIM          , country=MY , elevation=+0036.0
USAF= 486200 , name=SITIAWAN                      , country=MY , elevation=+0008.0
USAF= 486250 , name=IPOH                          , country=MY , elevation=+0040.0
USAF= 486310 , name=CAMERON HIGHLANDS             , country=MY , elevation=+1470.0
USAF= 486320 , name=CAMERON HIGHLANDS             , country=MY , elevation=+1545.0
USAF= 486340 , name=KUALA LIPIS                   , country=MY , elevation=+0169.0
USAF= 486470 , name=SULTAN ABDUL AZIZ SHAH INTL   , country=MY , elevation=+0027.4
USAF= 486475 , name=SULTAN ABDUL AZIZ S           , country=MY , elevation=+0028.0
USAF= 486480 , name=PETALING JAYA                 , country=MY , elevation=+0047.0
USAF= 486490 , name=MUADZAM SHAH                  , country=MY , elevation=+0034.0
USAF= 486500 , name=KUALA LUMPUR INTL             , country=MY , elevation=+0021.0
USAF= 486530 , name=TEMERLOH                      , country=MY , elevation=+0040.0
USAF= 486570 , name=KUANTAN                       , country=MY , elevation=+0017.7
USAF= 486580 , name=BOGUS MALAYSIAN               , country=MY , elevation=       
USAF= 486600 , name=PORT SWEETENHAM               , country=MY , elevation=+0003.0
USAF= 486650 , name=MALACCA                       , country=MY , elevation=+0010.7
USAF= 486720 , name=KLUANG                        , country=MY , elevation=+0086.0
USAF= 486726 , name=KERTEH                        , country=MY , elevation=+0005.5
USAF= 486740 , name=MERSING                       , country=MY , elevation=+0045.0
USAF= 486790 , name=SULTAN ISMAIL                 , country=MY , elevation=+0041.1
USAF= 486870 , name=SINGAPORE/TENGAH              , country=SN , elevation=+0012.0
USAF= 486920 , name=SINGAPORE/SELETAR             , country=SN , elevation=+0014.0
USAF= 486940 , name=PAYA LEBAR                    , country=SN , elevation=+0019.8
USAF= 486980 , name=SINGAPORE CHANGI INTL         , country=SN , elevation=+0006.7
USAF= 486990 , name=SELETAR                       , country=SN , elevation=+0011.0
USAF= 487470 , name=SAVANNAKHET                   , country=LA , elevation=+0155.0
USAF= 488020 , name=SA PA                         , country=VM , elevation=+1581.0
USAF= 488030 , name=LAO CAI                       , country=VM , elevation=+0097.0
USAF= 488060 , name=SON LA                        , country=VM , elevation=+0676.0
USAF= 488080 , name=CAO BANG                      , country=VM , elevation=+0243.0
USAF= 488100 , name=BAC CAN                       , country=VM , elevation=+0176.0
USAF= 488190 , name=HANOI (CITY)                  , country=VM , elevation=+0010.0
USAF= 488193 , name=HANOI/GIALAM                  , country=VM , elevation=+0012.0
USAF= 488200 , name=NOIBAI INTL                   , country=VM , elevation=+0011.9
USAF= 488230 , name=NAM DINH                      , country=VM , elevation=+0003.0
USAF= 488250 , name=HA DONG                       , country=VM , elevation=+0007.9
USAF= 488251 , name=CAT BI INTL ARPT/HAI PHONG    , country=VM , elevation=+0001.8
USAF= 488260 , name=PHU LIEN                      , country=VM , elevation=+0116.0
USAF= 488300 , name=LANG SON                      , country=VM , elevation=+0263.0
USAF= 488310 , name=THAI NGUYEN                   , country=VM , elevation=+0032.0
USAF= 488380 , name=MONG CAI                      , country=VM , elevation=+0007.0
USAF= 488390 , name=BACH LONG VI                  , country=VM , elevation=+0056.0
USAF= 488400 , name=THANH HOA                     , country=VM , elevation=+0005.0
USAF= 488430 , name=MUONG SEN                     , country=VM , elevation=+0220.0
USAF= 488450 , name=VINH                          , country=VM , elevation=+0005.2
USAF= 488460 , name=HA TINH                       , country=VM , elevation=+0003.0
USAF= 488480 , name=DONG HOI                      , country=VM , elevation=+0008.0
USAF= 488490 , name=DONG HA                       , country=VM , elevation=+0025.0
USAF= 488500 , name=KHE SANH                      , country=VM , elevation=+0420.0
USAF= 488505 , name=KHE SANH                      , country=VM , elevation=+0420.0
USAF= 488510 , name=QUANG TRI                     , country=VM , elevation=+0006.0
USAF= 488515 , name=CAMP EVANS                    , country=VM , elevation=+0030.0
USAF= 488520 , name=PHUBAI                        , country=VM , elevation=+0014.6
USAF= 488525 , name=L.Z. SALLY                    , country=VM , elevation=-0999.0
USAF= 488526 , name=CAMP EAGLE                    , country=VM , elevation=+0038.0
USAF= 488550 , name=DANANG INTL                   , country=VM , elevation=+0010.1
USAF= 488556 , name=AN HOA                        , country=VM , elevation=+0023.0
USAF= 488561 , name=MARBLE MOUNTAIN               , country=VM , elevation=+0009.1
USAF= 488580 , name=PLEIKU AB/CU-HANH             , country=VM , elevation=+0742.0
USAF= 488600 , name=HOANG SA (PATTLE)             , country=VM , elevation=+0006.0
USAF= 488630 , name=QUANG NGAI                    , country=VM , elevation=+0009.0
USAF= 488635 , name=DUC PHO                       , country=VM , elevation=+0011.0
USAF= 488640 , name=CHU LAI                       , country=VM , elevation=+0008.0
USAF= 488660 , name=PLEIKU                        , country=VM , elevation=+0741.9
USAF= 488665 , name=CAMP ENARI                    , country=VM , elevation=+0835.0
USAF= 488671 , name=AN KHE                        , country=VM , elevation=+0421.0
USAF= 488675 , name=CAMP RADCLIFF/ANKHE           , country=VM , elevation=+0771.0
USAF= 488676 , name=PHU CAT                       , country=VM , elevation=+0034.0
USAF= 488685 , name=L.Z. ENGLISH                  , country=VM , elevation=+0030.0
USAF= 488690 , name=                              , country=   , elevation=       
USAF= 488695 , name=KONTUM                        , country=VM , elevation=+0595.0
USAF= 488700 , name=QUY NHON                      , country=VM , elevation=+0006.0
USAF= 488730 , name=TUY-HOA                       , country=VM , elevation=+0011.0
USAF= 488750 , name=BANMETHUOT                    , country=VM , elevation=+0537.0
USAF= 488770 , name=NHA TRANG                     , country=VM , elevation=+0010.0
USAF= 488810 , name=BECAME STN 488811             , country=VM , elevation=+0962.0
USAF= 488811 , name=DA LAT/LIEN KHUONG            , country=VM , elevation=+0962.0
USAF= 488815 , name=DALAT/CAM LY                  , country=VM , elevation=+1517.0
USAF= 488830 , name=DI LINH                       , country=VM , elevation=+0972.0
USAF= 488840 , name=BAO-LOC (BLAO)                , country=VM , elevation=+0850.0
USAF= 488870 , name=PHAN THIET                    , country=VM , elevation=+0005.0
USAF= 488880 , name=PHUOC LONG/SONG BE            , country=VM , elevation=+0243.0
USAF= 488885 , name=PHUOC LONG/SONG BE            , country=VM , elevation=+0243.0
USAF= 488890 , name=PHAN RANG                     , country=VM , elevation=+0031.0
USAF= 488896 , name=PHAN RANG                     , country=VM , elevation=+0031.0
USAF= 488910 , name=DAU TIENG                     , country=VM , elevation=+0016.0
USAF= 488915 , name=TAY NINH WEST                 , country=VM , elevation=+0008.0
USAF= 488920 , name=SONG TU TAY (SOUTH WEST CAY)  , country=VM , elevation=+0005.0
USAF= 488925 , name=PHU LOI                       , country=VM , elevation=+0034.0
USAF= 488926 , name=PHUOC-VINH                    , country=VM , elevation=+0058.0
USAF= 488935 , name=CU CHI                        , country=VM , elevation=+0012.0
USAF= 488940 , name=NHA BE                        , country=VM , elevation=+0003.6
USAF= 488960 , name=BIEN-HOA AB                   , country=VM , elevation=+0013.4
USAF= 488962 , name=SAIGON/BIEN/HOA               , country=VM , elevation=+0011.0
USAF= 488966 , name=GIA RAY                       , country=VM , elevation=+0142.0
USAF= 488970 , name=CAM RANH BAY                  , country=VM , elevation=+0014.0
USAF= 489000 , name=TANSONNHAT INTL               , country=VM , elevation=+0010.1
USAF= 489003 , name=HO CHI MINH/TANSONN           , country=VM , elevation=+0009.0
USAF= 489005 , name=DIAN                          , country=VM , elevation=+0032.0
USAF= 489006 , name=QUAN LOI                      , country=VM , elevation=+0167.0
USAF= 489015 , name=LONG THANH (NORTH)            , country=VM , elevation=+0041.0
USAF= 489020 , name=BARIA (PHUOC LE)              , country=VM , elevation=+0015.0
USAF= 489030 , name=VUNGTAU/PHARE                 , country=VM , elevation=+0175.0
USAF= 489040 , name=VUNG TAU                      , country=VM , elevation=+0004.0
USAF= 489041 , name=VUNGTAU                       , country=VM , elevation=+0004.0
USAF= 489070 , name=RACH GIA                      , country=VM , elevation=+0003.0
USAF= 489100 , name=VINH LONG                     , country=VM , elevation=+0003.0
USAF= 489105 , name=TAN AN                        , country=VM , elevation=+0003.0
USAF= 489110 , name=CAN THO                       , country=VM , elevation=       
USAF= 489111 , name=PHONG DINH/CAN THO            , country=VM , elevation=+0002.0
USAF= 489125 , name=CAN THO                       , country=VM , elevation=+0003.1
USAF= 489130 , name=BA-XUYEN/SOC TRANG            , country=VM , elevation=+0005.0
USAF= 489140 , name=CA MAU                        , country=VM , elevation=+0002.0
USAF= 489160 , name=THO CHU                       , country=VM , elevation=+0024.0
USAF= 489170 , name=PHU QUOC                      , country=VM , elevation=+0004.0
USAF= 489180 , name=CON SON                       , country=VM , elevation=+0009.0
USAF= 489190 , name=HUYEN TRAN                    , country=VM , elevation=+0019.0
USAF= 489200 , name=TRUONG SA                     , country=VM , elevation=+0003.0
USAF= 489210 , name=BOUNNEUA                      , country=LA , elevation=+0923.0
USAF= 489220 , name=                              , country=   , elevation=       
USAF= 489235 , name=BAN HOUAY-XAY                 , country=LA , elevation=+0421.0
USAF= 489236 , name=NAM LIEU                      , country=LA , elevation=+0579.0
USAF= 489240 , name=LUANG NAMTHA (M.SING)         , country=LA , elevation=+0644.0
USAF= 489245 , name=XIENG LOM                     , country=LA , elevation=+0579.0
USAF= 489250 , name=OUDOMXAY                      , country=LA , elevation=+0550.0
USAF= 489260 , name=HOUEI-SAI *                   , country=LA , elevation=-0999.9
USAF= 489270 , name=VIENGSAY                      , country=LA , elevation=+0913.0
USAF= 489280 , name=SAM-NEUA                      , country=LA , elevation=+1000.0
USAF= 489286 , name=NAM TAN DAM                   , country=LA , elevation=+0366.0
USAF= 489288 , name=                              , country=   , elevation=       
USAF= 489300 , name=LUANG PHABANG INTL            , country=LA , elevation=+0291.1
USAF= 489305 , name=VANG VIENG(CIV/MIL)           , country=LA , elevation=+0296.0
USAF= 489306 , name=PHU CUM                       , country=LA , elevation=+1158.0
USAF= 489325 , name=BOUAM LONG                    , country=LA , elevation=+1463.0
USAF= 489326 , name=BAN HONG SA                   , country=LA , elevation=+0610.0
USAF= 489350 , name=PLAINE DES JARRES (XIENGKHOUA , country=LA , elevation=+1050.0
USAF= 489360 , name=PAKLAY                        , country=LA , elevation=+0220.0
USAF= 489365 , name=SKYLINE/BAN SAN TON           , country=LA , elevation=+1585.0
USAF= 489366 , name=LONG TIENG                    , country=LA , elevation=+0951.0
USAF= 489370 , name=NAM THANE                     , country=LA , elevation=+0370.0
USAF= 489380 , name=SAYABOURY                     , country=LA , elevation=+0326.0
USAF= 489390 , name=VANGVIENG                     , country=LA , elevation=+0298.0
USAF= 489400 , name=WATTAY INTL                   , country=LA , elevation=+0171.9
USAF= 489410 , name=PHONHONG                      , country=LA , elevation=+0179.0
USAF= 489420 , name=HAT DOKEO                     , country=LA , elevation=+0165.0
USAF= 489425 , name=PHU MIENG MANE                , country=LA , elevation=+0620.0
USAF= 489436 , name=PAKKENYANE                    , country=LA , elevation=+0213.0
USAF= 489438 , name=PAK SANE                      , country=LA , elevation=+0157.0
USAF= 489440 , name=THANGONE                      , country=LA , elevation=+0185.0
USAF= 489445 , name=GROVE JONES-2                 , country=LA , elevation=+0159.0
USAF= 489450 , name=PAKSANE                       , country=LA , elevation=+0157.0
USAF= 489460 , name=THAKHEK                       , country=LA , elevation=+0052.0
USAF= 489470 , name=SAVANNAKHET                   , country=LA , elevation=+0155.1
USAF= 489475 , name=THAKHEK WEST                  , country=LA , elevation=+0150.0
USAF= 489480 , name=SENO                          , country=LA , elevation=+0185.0
USAF= 489485 , name=BANG DONG HENE                , country=LA , elevation=+0143.0
USAF= 489486 , name=MOUNG PHA LANE                , country=LA , elevation=+0159.0
USAF= 489488 , name=KENG KOK                      , country=LA , elevation=+0171.0
USAF= 489489 , name=XE BANG FAI                   , country=LA , elevation=+0146.0
USAF= 489500 , name=                              , country=   , elevation=       
USAF= 489506 , name=XE BANG HAING                 , country=LA , elevation=+0145.0
USAF= 489520 , name=SARAVANE                      , country=LA , elevation=+0168.0
USAF= 489525 , name=KHONG XEDONE                  , country=LA , elevation=+0137.0
USAF= 489526 , name=SARAVANE                      , country=LA , elevation=+0175.0
USAF= 489530 , name=SEKONG                        , country=LA , elevation=+0143.0
USAF= 489550 , name=PAKSE                         , country=LA , elevation=+0102.0
USAF= 489555 , name=PAKSE (BACK-UP)               , country=LA , elevation=+0102.0
USAF= 489558 , name=BAN KHENG NHAO                , country=LA , elevation=+0186.0
USAF= 489559 , name=BAN DON TALAT                 , country=LA , elevation=+0084.0
USAF= 489560 , name=PAKSONG                       , country=LA , elevation=+1200.0
USAF= 489565 , name=NEW PAKSONG                   , country=LA , elevation=+1219.0
USAF= 489570 , name=ATTOPEU                       , country=LA , elevation=+0105.0
USAF= 489595 , name=KHONG ISLAND                  , country=LA , elevation=+0076.0
USAF= 489620 , name=BATTAMBANG                    , country=CB , elevation=+0013.0
USAF= 489660 , name=SIEM REAP                     , country=CB , elevation=+0018.3
USAF= 489680 , name=PURSAT                        , country=CB , elevation=+0018.0
USAF= 489690 , name=BANTEAY MEANCHEY              , country=CB , elevation=+0031.0
USAF= 489720 , name=STUNG TRENG                   , country=CB , elevation=+0056.0
USAF= 489800 , name=                              , country=   , elevation=       
USAF= 489820 , name=KOS KONG                      , country=CB , elevation=+0004.0
USAF= 489830 , name=SIHANOUK VILLE                , country=CB , elevation=+0015.0
USAF= 489840 , name=                              , country=   , elevation=       
USAF= 489850 , name=KAMPOT                        , country=CB , elevation=+0004.0
USAF= 489910 , name=PHNOM PENH INTL               , country=CB , elevation=+0012.2
USAF= 489920 , name=KOMPONG SPEU                  , country=CB , elevation=+0027.0
USAF= 489950 , name=KOMPONG-CHAM                  , country=CB , elevation=+0016.0
USAF= 489970 , name=CPREY VENG                    , country=CB , elevation=+0002.0
USAF= 489980 , name=SVAY RIENG                    , country=CB , elevation=+0006.0
USAF= 501360 , name=MOHE                          , country=CH , elevation=+0438.0
USAF= 502460 , name=TA-HE                         , country=CH , elevation=+0465.0
USAF= 503490 , name=JIU-HAI-LAI                   , country=CH , elevation=+0610.0
USAF= 503530 , name=HUMA                          , country=CH , elevation=+0175.6
USAF= 504250 , name=SAN-HE                        , country=CH , elevation=+0671.0
USAF= 504340 , name=TULIHE                        , country=CH , elevation=+0733.0
USAF= 504420 , name=XIAO-YANG-QI                  , country=CH , elevation=+0549.0
USAF= 504680 , name=AIHUI                         , country=CH , elevation=+0166.0
USAF= 505140 , name=MAN-ZHOU-LI                   , country=CH , elevation=+0710.0
USAF= 505270 , name=HAILAR                        , country=CH , elevation=+0650.0
USAF= 505280 , name=HAI-LAR/TUNGSHAN              , country=CH , elevation=+0488.0
USAF= 505480 , name=XIAO'ERGOU                    , country=CH , elevation=+0288.0
USAF= 505570 , name=NENJIANG                      , country=CH , elevation=+0243.0
USAF= 505640 , name=SUNWU                         , country=CH , elevation=+0235.0
USAF= 506030 , name=XIN BARAG YOUQI               , country=CH , elevation=+0556.7
USAF= 506320 , name=BUGT                          , country=CH , elevation=+0739.0
USAF= 506390 , name=ZALANTUN                      , country=CH , elevation=+0310.0
USAF= 506460 , name=BORDO                         , country=CH , elevation=+0199.0
USAF= 506560 , name=LONG-ZHEN                     , country=CH , elevation=+0305.0
USAF= 506580 , name=KESHAN                        , country=CH , elevation=+0237.0
USAF= 507030 , name=BOGUS CHINESE                 , country=CH , elevation=-0999.0
USAF= 507270 , name=ARXAN                         , country=CH , elevation=+0997.0
USAF= 507410 , name=NORTHEAST                     , country=CH , elevation=+0050.0
USAF= 507420 , name=SAN-CHEN-FANG                 , country=CH , elevation=+0146.0
USAF= 507450 , name=SANJIAZI                      , country=CH , elevation=+0145.4
USAF= 507560 , name=HAILUN                        , country=CH , elevation=+0248.0
USAF= 507580 , name=MING-SHUI                     , country=CH , elevation=+0259.0
USAF= 507740 , name=YICHUN                        , country=CH , elevation=+0259.1
USAF= 507750 , name=HE-GANG                       , country=CH , elevation=+0198.0
USAF= 507870 , name=BOGUS CHINESE                 , country=CH , elevation=       
USAF= 507880 , name=FUJIN                         , country=CH , elevation=+0065.0
USAF= 508340 , name=TE-PO-SU-K/-MIAO              , country=CH , elevation=+0427.0
USAF= 508380 , name=QARSAN SOUTHEAST              , country=CH , elevation=+0273.0
USAF= 508440 , name=TAILAI                        , country=CH , elevation=+0150.0
USAF= 508450 , name=NAME/LOCATION UNKN            , country=CH , elevation=-0999.0
USAF= 508530 , name=WANG-KUI                      , country=CH , elevation=+0158.0
USAF= 508540 , name=ANDA                          , country=CH , elevation=+0150.0
USAF= 508620 , name=TIE-LI                        , country=CH , elevation=+0264.0
USAF= 508730 , name=CHIA-MU-SSU /CHIAMUEZE        , country=CH , elevation=+0080.2
USAF= 508770 , name=YI-LAN                        , country=CH , elevation=+0099.0
USAF= 508880 , name=BAOQING                       , country=CH , elevation=+0083.0
